qid,context,question,answer,tag
phone_1513,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được cà đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v",Giá cả của sản phẩm này như thế nào so với túi tiền của bạn?,vừa túi tiền,phone
phone_3087,"Máy đẹp, sang, sd thì rất là ok máy mượt. Pin sd cũng rất lâu mới hết, nhiều khi cả ngày và qua luôn ngày hôm sau mới sạc, sạc rất nhanh khoảng chừng 1 tiếng 5 phút là đầy rồi, ko lâu như iphone mất gần 3 đến 4 tiếng đầy. Chỉ sd để lướt web, facebook, youtube. Nghe nhạc rất hay đặc biệt là nghe bằng tai nfhe AKG. Rất xứng đáng với số tiền bỏ ra.",Sản phẩm được nhận xét như thế nào so với mức giá?,Rất xứng đáng với số tiền bỏ ra,phone
phone_2716,"Mình mua vsmart active3 được tầm 10 ngày, nói chung sử dụng rất oke luôn, pin sạc hơn 2 tiếng thì đầy sạc từ 20% sử dụng tầm 6 tiếng chỉ thỉnh thoảng lướt face, đọc sách, zalo ( k biết số tiếng đó có gọi lại ít không chứ 1 ngày mình sạc tận 2 lần, trước khi đi làm sạc 1, chiều về sạc 1 sử dụng tới tối ngủ) xem phim thì kéo xuống có một vạch trắng không sao tắt được, có anh chị nào hỗ trợ hướng dẫn em tắt được không ạ.",Nếu chỉ sử dụng các tác vụ cơ bản thì khoảng thời gian để cạn pin là bao lâu?,6 tiếng,phone
phone_950,"Mới mua 1 tháng ở tgdd. Đánh giá : 1- màn đẹp nét, loa to, xem phim thì ko có j phải nghĩ.2-máy bắt wifi ổn, ai bảo yếu thì là do nhân phẩm.3-cảm ứng mượt ko bị đơ như realme, chơi game mượt nếu để ở cấu hình thấp.lq hay pubg hạ đồ hoạ thì ok.4-pin: rất trâu bò, sạc cũng khá nhanh..nhược điểm: hơi nóng máy lúc sạc. Rất thích hợp cho sinh viên với tác vụ bt thì sd 2-3 năm ok.4 ưu điểm và 1 nhược điểm cho 3 sao. Và 0,5 sao về phục vụ nhiệt tình của nv tgdd.",Chất lượng của màn hình điện thoại như thế nào?,màn đẹp nét,phone
phone_1827,"mua dc 1 tháng có nhận xét như sau: máy đẹp camera tốt hiệu năng rất tốt mặc dù đã ra lâu,tính ổn định mượt mà của máy là thứ mà mình thích nhất trên apple.pin nếu trâu hơn một tú và có sạc nhanh nữa thì quá ok.nói chung máy dùng mọi tác vụ từ chơi game cho đến làm việc đều ngon cả.mình rất hài lòng",Người dùng mong đợi hơn điều gì ở sản phẩm này?,pin nếu trâu hơn một tú và có sạc nhanh,phone
phone_2959,"Pin khỏe . Phần mền chưa biết.lưng đt hơi cong ,đẹp hơn nếu làm bằng phẳng. Mong sp sớn được cải thiện . Và hàng đặt trước 7-9 ngày rồi mà lúc đi làm hồ cửa hàng ko sẵn có đt phải để khách đợi . Mong sau này đt luôn có sẵn để làm thục tục nhanh. Còn bền không thì chắc về sau thì biết",Sản phẩm cần cải thiện điều gì?,"ưng đt hơi cong ,đẹp hơn nếu làm bằng phẳng",phone
phone_2299,"Lần đầu nhìn máy rất ấn tượng về thiết kế, camera chụp rất đẹp, đúng là oppo chuyên camera nên tấm nào chụp cũng đẹp, pin sạc nhanh VOOC nên không sợ vấn đề về pin. Mình ghét màn hình khuyết điểm như đục lỗ, giọt nước,.... Nhưng Reno2 F đã làm tốt điều này, điểm cộng là máy dùng tấm nền AMOLED nên màu sắc rực rỡ. Máy tác vụ khá mượt, nhưng game thì tạm ổn. Nói chung, mình rất hài lòng vố sản phẩm này.",Yếu tố nào của máy làm khách chú ý từ ban đầu?,thiết kế,phone
phone_1992,"Tôi đã sử dụng Vsmart Live 8 tháng, dù còn một số lỗi, như: vân tay mở máy kém, thỉnh thoảng máy bị đơ...Còn lại mọi thứ đều khá ổn. Tôi lại không gặp vấn đề gì về sạc nhanh hay thoát ứng dụng đột ngột như một số bạn ý kiến. Dù sao thì tôi vẫn rất ưng ý và sẽ tiếp tục mua dòng sản phẩm của Vsmart. 5 sao cho sản phẩm.",Cảm ứng vân tay của máy thế nào?, mở máy kém,phone
phone_1315,"Chạm 3 điểm trên màn hình giật vãi chưởng:vCòn lại mọi thứ tốtCân nhắc trước khi mua nhé mọi người:1. Giá thành rẻ2. Cấu hình máy k mạnh để gaming3. Cần 1 máy pin trâu, màn hình to, camera ổn..4. Sóng sánh k khoẻ cho lắmBla bla...........",Hầu hết người dùng đánh giá mức giá này thế nào?,rẻ,phone
phone_1676,"Mình mới mua 2 ngày . Pin 5000 nhưng cũng nhanh hết , sạc 10w nhưng khá nhanh , màn hình to + hơi rổ , camera chụp ok , vân tay nhạy , realme ui dễ dùng nhiều tùy biến . Nhưng ko lag , mình mua bản 3/64 cũng khá dư dã . Chip mạnh nhưng chủ yếu mình dùng bình thường , chơi game thì ko lag , load ap nhanh , đa nhiệm chạy được cỡ 10 ap nhẹ còn nặng thì chắc cỡ 5 ap . Cũng hơi tiếc vì realme ko tặng tai nghe. Thôi kệ mk cũng ít dùng. Loa nghe ổn to. Dùng rất okkk cho 5 sao",Thời gian sử dụng pin của máy như thế nào?,cũng nhanh hết,phone
phone_151,"Máy dầy, cầm đầm tay, cảm ứng nhạy, có khi chỉ cần chạm nhẹ màn hình là đã nhảy. Màn đẹp, màu đen sâu. Pin sử dụng thoải mái trong 1 ngày. Kết nối mạng và wifi ổn, sóng khỏe. Tác vụ thông thường mượt mà. MIUI nhiều theme đẹp, hay. Cam sau chụp chấp nhận được. Cam trước bệt màu, video call xấu, màu da nhợt nhạt. Nhân viên nhiệt tình, thân thiện, lễ phép.Đã mua tại Điện Máy Xanh xã Hòa Khánh, Huyện Cái Bè, Tỉnh Tiền Giang.",Cảm giác cầm nắm của máy như thế nào?,cầm đầm tay,phone
phone_2082,"Đi đi lại lại 3 lần đến ĐMX mới có máy,Nhân viên ở ĐMX Hà Trung Thanh Hóa khá nhiệt tình và thân thiện,tuy là bị lỡ hẹn đến lần thứ 3 nhưng do thái độ dễ chịu nên cũng được ^^ Máy thì dùng ngon,cầm đầm tay,chip 660 thì khỏi nói rồi,chơi game mượt vờ lêu,pin dùng ổn,nếu ko chơi game thì dùng được hơn 2 ngày,màn hình nét,nói chung là khuyên anh em nên mua con này",Điểm cộng của dịch vụ ở cửa hàng này là gì?,thái độ dễ chịu,phone
phone_241,samsung galaxy a51 sài thua cái nokia 12012 ngtak sai nữa máy cái gì mà chơi lag như cc máy này về tới nước đạp chứ làm cái j hãng samsung máy thì thua ngtak tak giá thì trên trời về cho gia đình nó sài chứ ai sài\,Khách hàng cảm thấy sản phẩm như thế nào sau khi sử dụng?,máy thì thua ngtak tak giá thì trên trời ,phone
phone_2466,"Sau 2 tuần sử dụng thì mình cảm nhận 1 số điều: pin khoẻ cả ngày đến đêm mới cắm sạc, camera đẹp có góc siêu rộng tiện lợi, cam trước chụp tự sướng ngon, dùng dc 2 sim, loa nghe nhạc ok, tóm lại là 1 sản phẩm rẻ hơn note 10 mà dc thế này là quá ổn rồi. Dù màn hình chưa đẹp bằng, vân tay nhận chậm nhưng mở khuôn mặt nhanh và bút spen ít chức năng hơn note10, với 11,4tr là giá rất ok để bóc tem 1 sản phẩm mang 1 con chíp của note 9 nhưng lại cải tiến hơn note 9! Trân trọng",Sau 2 tuần sử dụng thì pin của sản phẩm được nhận xét ra sao?,pin khoẻ cả ngày đến đêm mới cắm sạc,phone
phone_1201,"Biết rằng tiền nào của ấy. Xong điện thoại dùng để ghe gọi và nhắn tin. Nhưng riêng về màn hình cảm ứng con này quá chán. Ấn không nhận, phải ấn mấy lần mới nhận. Đang vội mà nhắn tin con này chắc đập máy quá,tức không chịu được. Quảng cáo thì hay nhưng thực tế quá tệ. Sai lầm khi mua. Mới dùng được 2 ngày mà cảm nhận quá thất vọng so với quảng cáo. Mọi người cân nhắc tầm tiền đó lựa chọn mà dùng.",Độ cảm ứng trên màn hình của sản phẩm chất lượng ra sao?,"quá chán. Ấn không nhận, phải ấn mấy lần mới nhận",phone
phone_1062,"Mình là người sài cái j2 prime hơn 3 năm mới đổi sang con này. Nhưng mới mua dc 1ngày (18/6 ) mà có nhiều thứ rất tệ. Màn hình thì k sắc nét, mờ mờ, so với j2 prime còn thua nữa thì nói gì đây. Pin mau tụt, camera 48p mà rất tệ luôn.Cảm ứng k có nhạy. Máy nhìn đẹp nhưng mọi thứ điều tệ. Do ck mình đi mua, giờ đổi lại lại mất phí. Chứ gặp mình đã k mua rồi. Mới 1 ngày mà đã chán rồi.",Màn hình của sản phẩm được người dùng đánh giá như thế nào?,"Màn hình thì k sắc nét, mờ mờ, so với j2 prime còn thua",phone
phone_2746,"Mới mua tối hôm quaMáy không có chức năng điều chỉnh nhiệt độ màn hình , camera tệ hơn cả iphone , có cũng như không , cảm ứng thì lâu lâu nó đơ , sạc nhanh nóng Khuyến cáo anh em nào muốn mua máy tầm giá 2 triệu trở xuống thì Xiaomi Redmi 9A không làm anh em thất vọng đâu.Hàng Việt Nam kém chất lượng",Chức năng nào không có ở sản phẩm?,Máy không có chức năng điều chỉnh nhiệt độ màn hình,phone
phone_848,Dùng đc 1 tuần.thấy ổn trong tầm giá.nhưng rất nhiều lỗi vặt rất khó chịu.nhất là lỗi youtube.ae sài sẽ rõ.còn mới kích hoạt máy là miui10.4.1.ae để yên sài.k nên lên miui11.lên miui11 công nghệ sạc nhanh sẽ sạc chậm hơn trên miui10.4.1.lên rồi và hối hận.còn tùy ae,Sản phẩm đáp ứng như thế nào trong thời gian đầu sử dụng?,nhiều lỗi vặt rất khó chịu,phone
phone_3169,"Mình đã mua máy Reno 4 bữa 4/8 tây tại ch ở thành phố bến tre xài rất là ok , pin dùng lâu sạc nhanh, có cử chỉ k cần chạm vào màn hình mình rất là thích",Chức năng nào khiến cho người dùng cảm thấy thích?,có cử chỉ k cần chạm vào màn hình,phone
phone_3177,Điện thoại này sử dụng wifi quá kém. Đang sd máy hay tự khởi động lại hoài. Camera bị lệch canh hoài ko vuông góc dc,Khách hàng đánh giá gì về wifi của máy?,wifi quá kém,phone
phone_1091,Mới mua dc 10 ngày giờ sắc ko ăn mở nguồn ko dc cảm ứng kém . Mua 10 ngày giờ phải để lại gưởi hãng thẩm định 5 ngày. Mượn máy sài thì phải dần chân. Samsung vn riec chất lượng thấp wa Nghe từng hô wa mua rôi thất vọng. Hứa với lòng ko sai samsung nữa,Khách hàng đánh giá hãng Samsung thế nào?,chất lượng thấp,phone
phone_1305,"Sp có hỗ trợ sạc nhanh màk quá tệ . Sạc hơn 3 tiếng đồng hồ được 98% , còn vân tay trên màn hình phản ứng quá chậm có lúc nhạy có lúc không . 3g ,4g thì chậm . So với con xiaomi redmi note 9s thì con a31 này quá tệ . Từ xiaomi màk chuyển qua samsung này thì thất vọng vô cùng",Tốc độ sạc của máy ra sao?,Sạc hơn 3 tiếng đồng hồ được 98%,phone
phone_1682,"Quá tệ thời gian đầu máy mượt sau khoảng hơn 3 tháng sử dụng thì tình trạng lag, đống ứng dụng, ứng dụng ko phản hồi thường xuyên xảy ra, máy dễ bám mồ hôi dấu vân tay trước và sau, máu hơi nặng pin trâu 4g không khác 3g nhiều ,lâu lâu lại bị lỗi ko hiện thông báo Camera trước có AI chụp hình đẹp  camera sau thì tạm",Hiệu suất của máy sau một thời gian sử dụng như thế nào?,"tình trạng lag, đống ứng dụng, ứng dụng ko phản hồi thường xuyên xảy ra",phone
phone_1635,Mới mua và trải nghiệm sau một ngày máy ngoại hình thiết kế khá đẹp mắt camera chụp hình đẹp loa nghe nhạc rất chất sạc pin đầy chỉ tầm 70 phút rất OK nói chung cũng rất đáng mua trong tầm giá dưới 7 triệu game mượt không có hiện tượng lax giật nếu xét trong tầm giá này không có con nào là đối thủ vì,Khách hàng đánh giá thế nào về thiết kế ngoại hình của sản phẩm?,khá đẹp mắt,phone
phone_2081,Máy mới mua hồi sáng nhưng mình đánh giá máy rất chắc chắn rất đẹp.nhiều người đánh giá máy nóng hao pin nhanh nhưng mình thấy máy chỉ ấm pin cũng đủ dùng ko tuột nhanh.cảm ơn cô nhân viên Linh Nga bên TGDD quỳnh côi quỳnh phụ thái bình rất nhiệt tình và xinh gái cười duyên,Bạn thấy nhân viên của cừa hàng thế nào?, rất nhiệt tình và xinh gái cười duyên,phone
phone_2085,"Sản phẩm tốt vô cùng. T là người không có nhu cầu về game nên ko chơi mấy loại game nặng, bật độ sáng vừa đủ, nên pin đt trâu vô cùng. Xài 2-3 ngày lướt zalo, face mãi mới hết pin. Màn hình rộng dễ thao tác. Loa lớn thật. Nhân viên bên tgdd phục vụ nhiệt tình vô cùng luôn ạ. Lần sau khi có nhu cầu nhất định mình sẽ giới thiệu đt này cho bè bạn",Nếu dùng máy này để nhắn tin và lướt mạng xã hội thì pin được bao lâu?, 2-3 ngày,phone
phone_535,"Sau 4 tháng sd mình thấy máy có hiện tượng bị văng ứng dụng,có 1 đợt bị mất sóng,bắt wifi quá tệ.Chụp ảnh tạm đc.Pin 2500 mà dùng cx đc.Màn hình lâu lâu hơi mờ tí(xem cái gì đó ko net).Bạn nào chơi game mình khuyên đừng mua máy này.Hợp với giá tiền.",Sau một thời gian sử dụng thì sản phẩm xuất hiện lỗi gì về phần mềm?,có hiện tượng bị văng ứng dụng,phone
phone_2179,Đang sử dụng ss a10 ko máy rớt vô hông .ra tgdd mua luôn e a10s .xin được có ý kiện: cái hơn chỉ có mới vân tay là ra hồn .còn camera thêm 1 cái đó góc rộng đó sau nhưng ko thấy sự khác biệt.cái thua về hiệu năng a10s sử dụng chíp MTK helo p22 chậm hơn nhiều so với a10 thường.chưa kể đến giá kênh đến 700k.nếu quay lại tôi vẫn sẽ chọn a10 thường .( ace tham khảo xin cám ơn và cân nhắc ),Trong các tính năng mới của a10s thì chức năng nào tốt?,vân tay,phone
phone_1333,Máy sử dụng được 2 ngày thì bị lỗi phải chạy phần mềm lại. Lỗi đổi mới trong 101 ngày thì vừa sử dụng được 103 ngày thì bị lỗi phần cứng tiếp phải gửi đi bảo hành. Trong thời gian sử dụng thì thôi phải nói là chán muốn quăng bỏ hết sức nhưng nhớ lại là mua gần 2 triệu nên thôi cho con chơi luôn.,Bạn sử dụng sản phẩm trong bao lâu thì gặp lỗi?,2 ngày,phone
phone_300,"Pin sạc 3 tiếng từ 15%-100% (pin trâu)Camera chụp hình khá đẹp trong điều kiện sáng tốt, có chế độ chụp cảnh buổi tối khá tốtCảm biến vân tay rất nhạyNhững thao tác xem phim, nghe nhạc, lướt web đều mượtQuay phim chống rung tốtLoa vừa đủ nghe, ấmMàn hình hiển thì rất nét (mình k biết là do rổ hay gì)(đây là những đánh giá sau 2 ngày mình sử dụng, đây là điện thoại tốt trong tầm giá trên 3 triệu, không nên đòi hỏi nhiều về game hay những thao tác nặng hơn)",Thời gian sạc đầy của máy khoảng bao lâu?,3 tiếng từ 15%-100%,phone
phone_1123,"Sp mình thấy dùng cũng tạm ổn máy hãy còn thì thoảng đơ , mới hôm trước mua đc 4 hôm bị lỗi khi sạc rung tê tay ko dừng . Đổi sang em màu tím lại hơi bị đơ theo dõi một hai hôm nữa xem sao , mà joy3 bản 4g_64g ko hỗ trợ game cài đặt trình tự gói thì phải vì mình ko cài đc",Người dùng thấy sản phẩm dùng tệ hay ổn áp?,cũng tạm ổn ,phone
phone_728,Mọi thứ đều ok trừ game.mong anh sam sửa lỗi cho người tiêu dùng.như con m20 tui đã và đang sử dụng mới mua ve là bị lỗi cảm ứng suốt mới cập nhật lại giờ đở rồi nhưng cấu hình yếu quá gánh game không nổi.còn a70 thì cũng vậy chán anh sam quá có lẽ sau này tui sẽ về với apple vĩnh biệt anh sam....Bài viết từ a70 cùi bắp.!,Sau một thời gian sử dụng thì người dùng đánh giá chung các chức năng của điện thoại như thế nào nếu không chơi game?,Mọi thứ đều ok,phone
phone_2158,mọi người suy nghĩ kỹ trước khi nên mua thứ nhất là bắt sóng yếu thứ hai là camera lâu lâu bị lỗi chơi game thì bị giật lát ram đa phần là RAM ảo áo không như mọi người nói đâu trước khi mua mọi người nên test tại cửa hàng thế giới Di Động để có chất lượng như mình mong muốn rồi hãy mua,Máy này có khả năng kết nối mạng ra sao?,bắt sóng yếu,phone
phone_2494,"minh mới mua hôm qua a71 nói chung về màn hình đẹp , pin trâu , sạc nhanh , carera tạm ổn , nhưng về cấu hình chơi game thấy ko mượt lắm , liên quân thì cũng tạm nhưng các game nặng khác thì hơi lag ! cảm ứng vân tay ko nhạy lắm , cảm ứng khuôn mặt cũng chậm , phải bật màn hình sáng lên mới nhận diện chứ ko phải kiểu màn hình đen vẫn mở khóa được ! mình mua giá chỉ 8tr200 mới 100% full box bảo hành 12 tháng ! với tầm giá này thì cũng tàm tạm chấp nhận đc !",Cảm nhận trực quan về màn hình thế nào?,đẹp,phone
phone_1777,"Rất thất vọng , máy hay đơ, nút âm thanh và nút nguồn thì khó bấm, bộ nhớ 32gb mà mấy cái ứng dụng tào lao của nhà sản xuất chiếm hết 1 nửa bộ nhớ r, nói v là cái máy này chỉ còn 16gb để ng mua sd mà thôi, nói chung xài rất chán nhân viên kinh máy mượt mà tui hỏi thấy mượt tí nào, ai đi mua đt đừng tin mấy chị bán hàng nữa, vs mấy chị có lấy đt mới ra cũng nói chị lấy mấy khác đi, vì lần nào tui đi mua cũng phải lếch cái xác ra ngoài đó đổi lại, k đơ máy cũng pin lỗi ,chán",Các nút bấm vật lý của máy gây khó khăn gì cho người dùng?,khó bấm,phone
phone_1504,"Cam trước chụp rất xấu, k biết có phải là do phần mềm máy cao nên ảnh hưởng đến cam hay ko nhưng rất thất vọng cực kỳ thất vọng về cam trước ip7, chụp còn xấu hơn ip5s cũ của mình nữa, chưa kể dây phone đánh base rất tệ, nghe ko ấm bằng dây cũ 5s của mình. Tóm lại hối hận khi mua con này",Chất lượng hình ảnh chụp từ camera trước của sản phẩm thế nào?,rất xấu,phone
phone_3276,Mọi thứ đều ổn ngoại trừ pin.Em mới mua về ngày hôm qua sạc nhanh nhưng xài 2 tiếng mất hơn 20% .Em không chơi game chỉ đọc truyện .Ban đêm nó tụt gần 3%pin.Vâyyj cho e hỏi phải làm sao ạ???Em cảm ơn,Tốc độ tụt pin của máy thế nào?,xài 2 tiếng mất hơn 20%,phone
phone_791,"Càng xài càng ra lỗi các bạn,lúc đầu mình bình luận và cho 5*, nhưng càng xài càng khó chịu,lỗi vặt nhiều, nhất là mình thích chơi game liên quân, bắt sóng yếu,đang combat lag lên 1 cái, ức chế lắm. Vk minh thì xài note 8pro, cùng mạng mà 9s lag,8 pro k lag, mình vừa mua xài gần 3 tuần mình đổi cho vk mình luôn. Mình xài con pro thấy dc hơn,lần đầu cảm thấy thất vọng về xiaomi.",Trải nghiệm của khách hàng như thế nào trên điện thoại này?,"càng xài càng khó chịu,lỗi vặt nhiều",phone
phone_2420,"Sp khá ổn,cấu hình mạnh, thiết kế đẹp,pin xài tạm ổn,tuy nhiên khi quay video thì cam trước rất tối,gọi video call trên mess hay Zalo cũng đều bị vậy,nó tối hơn khi chụp ảnh rất nhiều,nếu ko ở nơi sáng mạnh thì rất khó thấy,ko biết có ai bị vậy ko?",Tổng thể sản phẩm được đánh giá như thế nào?,khá ổn,phone
phone_1896,"Máy sử dụng mượt mà, thiết kế sang trọng, camera chụp tuyệt vời. Tuần đầu mới mua về thấy pin cũng yếu thật nhưng sử dụng thêm 1 thời gian nữa thì thấy pin ổn định hơn, đủ sài cả ngày với những tác vụ như lướt wed, đọc báo, face, zalo, game nhẹ. Theo mình để bảo đảm pin được lâu hơn thì các bạn nên tắt 1 số ứng dụng như: định vị, theo dõi thể chất, phân tích, bộ đo thời gian sử dụng, để pin ở chế độ tiết kiệm, quảng cáo...",Chất lượng pin thay đổi thế nào trong quá trình sử dụng?,mới mua về thấy pin cũng yếu thật nhưng sử dụng thêm 1 thời gian nữa thì thấy pin ổn định hơn,phone
phone_1008,"Mình mua máy hơn tháng rồi nay mới có mục đánh giá sản phẩm. xài Redmi not4 ,lên not 5 đang xài nghe quảng cáo dữ dội bỏ tiền ra lên em này, tưởng đâu ngon lành ai ngờ kém. Không hơn gì model mình đang xài, lỗi nhiều .tự khởi động máy mấy lần, tốc độ xử lý chậm, cam bình thường, gọi zalo hay messenger để hơi ngược sáng tí là tối om, xem youtube bằng 4g máy nóng như lửa, còn nhiều lỗi khác.... Nói chung thất vọng",Người dùng cảm nhận máy như thế nào?,"Không hơn gì model mình đang xài, lỗi nhiều ",phone
phone_1964,"Mua và dùng được 3 ngày, máy mượt và khá nhanh mọi tác vụ, bắt sóng 4g và wifi chỉ tạm ổn (tầm 3 vạch sóng). Pin cũng tạm ok, đủ dùng 1 ngày nếu vào mạng miệt mài mà kg chơi game. Nói chung là là ưng, mỗi tội mua máy khi giá 13,5tr thì hôm sau còn 12,990tr, híc",Hiệu năng của điện thoại này ra sao?,mượt và khá nhanh mọi tác vụ,phone
phone_1973,Bắt sóng wifi bao yếu. Có khi tịt luôn. Thời buổi này mà lỗi wifi botay thật. Lúc nào chả cần wifi chứ. Pin thì tụt nhanh so với dung lượng ước tính. Máy nóng nhanh. Sạc thì tạm. K nhanh Camera thì tạm. Nói thẳng ra là tạm chụp để thấy mặt mũi. Chứ gọi là đủ up thì ko dám úp. Mua về đưa cho Nội ở nhà xem cải lương luôn. Chán quá chán hàng vn. Thua cả mấy hãng china nhìu.,Máy bắt mạng gặp vấn để gì?,Bắt sóng wifi bao yếu,phone
phone_1764,"Sau 3 tháng sử dụng mình thấy máy rất tốt, thiết kế mỏng nhẹ cầm lâu không mỏi tay, cũng không bị quá nóng trong quá trình sử dụng lâu. Sau bản cập nhật tháng 3 pin đã trâu hơn, cái mà mình chưa ưng là camera không có chế độ quay FHD 60fps và khi chuyển cảnh đa nhiệm lên-xuống các tab (app) nặng đôi khi bị khựng khựng không mượt. Hi vọng các bản update sau này sẽ khắc phục được 2 điều đó.",Máy có thay đổi gì sau khi cập nhật phần mềm?, pin đã trâu hơn,phone
phone_542,Mới lấy về tặng sinh nhật bà xãThấy mượt đẹp Chụp ảnh khỏi chêNói chung rất tuyệt vờiCòn chưa nói cách phục vụ của anh quản lý tên Nam ở của hàng ngã tư phan đăng lưu và phan xích longDể thương cực kỳSẽ luôn ủng hộ tgddSự uy tín làm nên sự tin tưởng,Chất lượng hình ảnh chụp từ camera như thế nào?,khỏi chê,phone
phone_399,"Mua ngày 21/4/20 tại TGDĐ 416 Hậu Giang q6. Nhân viên rất nhiệt tình và vui vẻ. Trải nghiệm máy sau 3ngày sử dụng cực kỳ ngon. Pin 🔋ok lắm 👌. Chơi game thì 🎮ko phải bàn trong tầm giá này là ko có đối thủ! Lướt web, fb, zalo, youtube gì đó thì mượt lắm! Đang xài Y9 prime 2019, mua thêm e này cho có đôi! Thành thật cảm ơn nhân viên TGDĐ 416 hau giang rất nhiều. Xin cảm ơn.",Chất lượng phục vụ khách hàng của cửa hàng như thế nào?,Nhân viên rất nhiệt tình và vui vẻ,phone
phone_3300,Mới lấy được tuần.máy cũng OK.để chế độ sáng ít thì màn hình tối phải để độ sáng cao mới thấy rõ. Chơi liên quân cũng tạm.có điều bấm phím đi chuyển và bấm phím tung chiêu cùng lúc không được.100 lần đều không được.cảm ứng không nhạy. Không biết phải do máy lỗi không.,Độ sáng của màn hình ra sao?,để chế độ sáng ít thì màn hình tối phải để độ sáng cao mới thấy rõ,phone
phone_2045,"Mình mới mua iPhone 7plus 128 gh ở điện máy xanh kim đong Hưng Yên ngày hôm qua, mình sạc lần đầu không để ý, nhưng hôm nay mình dùng còn 49%bin khi đi làm về là 18gio mình cam sac đến tận 21gio 40 mới đầy, vậy có làm sao không quá lâu đúng không ạ,3gio 40 mới được 51%bin,mong các bạn giải đáp ho",Bạn sạc thực tế thấy thời gian sạc là bao lâu?,3gio 40 mới được 51%,phone
phone_1662,Máy dùng tốt Màu xanh nhìn ở bình nhạt nhìn ngoài đời hơi đậm 1 chút. Máy mượt camera ok hơi lồi,Tổng thể lại thì bạn đánh giá điện thoại ra sao?,Máy dùng tốt,phone
phone_202,Sản phẩm ổn trong tầm giá..sản phẩm đẹp sang trọng ít nóng máy. Có điều bin 4030 nhưng nhanh hết qua.,Vẻ ngoài của máy mang lại cho người dùng cảm giác ra sao?,đẹp sang trọng,phone
phone_2083,"Mình dùng gần được tháng. Nói chung dùng không chiến game, thi thoảng xem youtobe, với các ứng dụng khác máy chạy mượt, tắt chạy nền các ứng dụng pin được ngày. Sạc tầm 1 tiềng đầy pin. Thích nhất anh điện máy xanh thị trấn cổ phúc trấn yên nhiệt tình. Cô bán trả góp fe nhiệt tình vui vẻ.",Làm thế nào để pin máy này lâu hết hơn ?, tắt chạy nền các ứng dụng,phone
phone_2453,"Mua hôm 1/3 toi nay, may dung mưot, trai nghiem tốt, pin dùng lâu, cam tốt, không có chơi game nhiều nên không đòi hỏi cấu hình tốt đâu. Lần đầu dùng smartphone Vivo thay tổng thể thiết kế, cấu hình, cam, trai nghiem, pin trâu nữa là OK lam rồi. Rất hai long và cam ơn nhan vien N.A và quản lý Nam DMX Duc Hoa Hạ, Duc Hoa nhiệt tình, vui vẻ trong việc phục vụ khách hàng.",Sau một thời gian thì tốc độ xử lý của máy như thế nào?,may dung mưot,phone
phone_2153,"Mấy bác mà nói mua ip mà bóp máy thấy ọp ẹp thì coi chừng mua phải hàng fake rồi, đừng tưởng mua trong tgdd hay fpt là yên tâm đâu, cần phải kiểm tra và tes máy cho thật kỹ. Bản thân mình đang xài cái 7+ và thật sự thấy rất hài lòng, xứng đáng vs số tiền mình bỏ ra",Khách đã mua sản phẩm có lời khuyên gì cho mọi người?,cần phải kiểm tra và tes máy cho thật kỹ,phone
phone_74,Nghe bảo pin trâu nhưng mình lại cảm thấy thất vọng về pin cực kỳ. Mọi thứ đều ok chỉ có pin là không như mong đợi,Cảm nhận về pin của khách hàng là gì sau khi sử dụng?,cảm thấy thất vọng,phone
phone_1343,"Mình mua đc 3 ngày, mọi thứ đều ok, pin cực trâu nhưng cho mình hỏi sao lúc cắm sạc lúc thì máy chỉ hiển thị đang sạc nên rất lâu lên pin, mình rút ra cắm lại 2-3 lần thì máy mới hiện đang sạc nhanh. Sạc đc 1 lúc mình kiểm tra thì lại mất sạc nhanh. Ko biết có vấn đề gì ko ạ!",Bạn có thể chia sẻ chi tiết về lỗi mà bạn đang gặp phải về pin của sản phẩm không?,"lúc cắm sạc lúc thì máy chỉ hiển thị đang sạc nên rất lâu lên pin, mình rút ra cắm lại 2-3 lần thì máy mới hiện đang sạc nhanh. Sạc đc 1 lúc mình kiểm tra thì lại mất sạc nhanh",phone
phone_487,Mua chưa được một tháng thì bị đen màn hình không lên được ...bị hao pin nhanh bị lác nhảy màn hình mình đi bảo hành tới 2 lần rồi nhân viên thì bảo không sao .không sao sao phải khổ đi bảo hành . Bỏ 6 triệu ra mua cái điện thoại thật thất vọng .lời khuyên cho các bạn muốn mua thật sự quá tệ .nhiều lúc chỉ muốn đập đi nhưng con số 6 triệu không hề nhỏ,Sau khi sử dụng được một thời gian thì trên sản phẩm gặp phải lỗi gì?,bị đen màn hình không lên được,phone
