idx,question,answer,context
body-part_820,Nhau thai thực hiện quá trình trao đổi khí giữa mẹ và em bé như thế nào?,"CO2 từ em bé được vận chuyển qua nhau thai qua động mạch rốn đến máu mẹ để thải ra khi mẹ thở ra. Khi mẹ hít vào, O2 sẽ đi vào cơ thể của mẹ, sau đó vận chuyển từ các tế bào hồng cầu theo tuần hoàn máu mẹ, qua nhau thai và đến em bé qua tĩnh mạch rốn.","Dây rốn, nối từ giữa bụng của em bé với nhau thai, chứa ba mạch máu: hai động mạch và một tĩnh mạch. Máu trong động mạch chứa các chất thải, ví dụ như khí CO2 từ quá trình trao đổi chất bên trong cơ thể em bé. Khí CO2 này được chuyển qua nhau thai qua động mạch rốn từ đó theo máu của mẹ về phổi mẹ. Phổi mẹ sẽ thải CO2 ra khi mẹ thở ra. Khi mẹ hít vào, O2 sẽ đi vào cơ thể của mẹ. Chính được vận chuyển từ các tế bào hồng cầu theo tuần hoàn máu mẹ, qua nhau thai. Từ đây theo tĩnh mạch rốn đến cấp oxy cho em bé. Vì thế tĩnh mạch rốn có chức năng mang oxy và vận chuyển dinh dưỡng từ mẹ đến em bé."
body-part_565,Collagen được tiết ra bởi loại tế bào nào?,Collagen được tiết ra bởi các tế bào mô liên kết.,"Collagen được tiết ra bởi các tế bào khác nhau nhưng chủ yếu là do các tế bào mô liên kết. Nó được tìm thấy trong chất nền ngoại bào. Đây là một mạng lưới phức tạp của các đại phân tử, quyết định những đặc tính vật lý của các mô cơ thể. Chất này tạo ra cấu trúc các mô cơ thể, độ dẻo dai, độ cứng và kết cấu. Khi kết hợp với các sợi đàn hồi, nó sẽ mang lại sức mạnh và khả năng phục hồi cho da. Trong lớp hạ bì, collagen giúp hình thành một mạng lưới tế bào dạng sợi được gọi là nguyên bào sợi. Nhờ đó, các tế bào mới có thể phát triển. Nó cũng đóng vai trò thay thế và phục hồi các tế bào da chết. Một số collagen hoạt động như một lớp phủ bảo vệ cho các cơ quan mỏng manh trong cơ thể. Chẳng hạn như thận. Theo tuổi tác, cơ thể sản xuất ít collagen hơn, collagen suy yếu.4 Tính toàn vẹn cấu trúc của da suy giảm. Nếp nhăn hình thành và sụn khớp yếu đi. Gân và dây chằng cứng hơn, cơ yếu hơn. Đau khớp và thậm chí là các vấn đề khác về sức khỏe sẽ xảy ra. Phụ nữ bị giảm tổng hợp collagen sau khi mãn kinh. Khi 60 tuổi, sự suy giảm đáng kể trong sản xuất collagen là bình thường.2 Xem thêm: Nguyên nhân và cách hạn chế nếp nhăn trên gương mặt"
body-part_3026,Tại sao phương pháp cấy tế bào sụn tự thân thường chỉ được thực hiện trên những người trẻ và bị thương tích từ 2 cm trở lên?,Bởi vì phương pháp này đòi hỏi nhiều thủ tục phẫu thuật nên các bác sĩ thường chỉ thực hiện trên những người trẻ và bị thương tích từ 2 cm trở lên.,"Kỹ thuật này thường được dùng trong sửa mũi bọc sụn. Đầu tiên, bác sĩ lấy một miếng sụn khỏe mạnh từ người và gửi mẫu sụn đến phòng thí nghiệm. Trong phòng thí nghiệm, các tế bào được “nuôi cấy” và kích thích để phát triển. Sau đó, nơi sụn bị hư hỏng được loại bỏ và thay thế bằng sụn mới phát triển. Bởi vì phương pháp này đòi hỏi nhiều thủ tục phẫu thuật, các bác sĩ thường chỉ thực hiện trên những người trẻ và bị thương tích từ 2 cm trở lên."
body-part_1254,DHEA có thể giúp điều trị những vấn đề sức khỏe nào?,"DHEA có thể giúp điều trị các vấn đề sức khỏe như suy tuyến thượng thận, phiền muộn, lupus ban đỏ hệ thống, thừa cân, béo phì, bệnh Alzheimer, loãng xương, bệnh Crohn, vô sinh, hiếm muộn, các vấn đề liên quan đến thời kỳ mãn kinh và giúp gây chuyển dạ khi sinh con.","Một số nhà nghiên cứu đã cho rằng DHEA có thể được sử dụng để điều trị: - Suy tuyến thượng thận (bệnh Addison).
- Phiền muộn.
- Lupus ban đỏ hệ thống.
- Thừa cân, béo phì.
- Bệnh Alzheimer.
- Loãng xương.
- Bệnh Crohn.
- Vô sinh, hiếm muộn.
- Các vấn đề liên quan đến thời kỳ mãn kinh.
- DHEA cũng có thể giúp gây chuyển dạ khi sinh con. DHEA vẫn chưa được FDA chấp thuận như một phương pháp điều trị cho những vấn đề sức khỏe này. Cần có thêm nhiều nghiên cứu để tìm hiểu những lợi ích tiềm tàng và những rủi ro lâu dài của DHEA."
body-part_127,Hormone nào kiểm soát sự bài tiết thực sự của androgen bởi các tế bào leydig ở nam giới?,Hormone luteinizing (LH) từ tuyến yên kiểm soát sự bài tiết thực sự của androgen bởi các tế bào leydig ở nam giới.,"Đối với nam giới Ở nam giới, các tế bào kẽ của tế bào leydig, nằm trong mô liên kết bao quanh các ống sản xuất tinh trùng của tinh hoàn; chịu trách nhiệm sản xuất và bài tiết testosterone. Sự bài tiết thực sự của androgen bởi các tế bào này được kiểm soát bởi hormone luteinizing (LH) từ tuyến yên. Ngoài ra, các androgen của tuyến thượng thận – androstenedione, DHEA và DHEA sulfate – có thể được chuyển đổi thành testosterone trong các mô khác ngoài tinh hoàn. Tuy nhiên, vai trò của các androgen tuyến thượng thận đối với việc hình thành testosterone ở nam giới không đáng kể. Tổng hợp androgen ở nữ giới Buồng trứng sản xuất 25% testosterone trong máu. Lượng testosterone này cũng phụ thuộc vào hormone LH. Tại buồng trứng, việc sản xuất testosterone tăng trong giai đoạn nang trứng, và đạt được mức tối đa khi rụng trứng và giai đoạn hoàng thể. Buồng trứng cũng tiết ra 50% androstenedione và 20% DHEA. Testosterone được sử dụng như một dấu hiệu của quá trình tiết androgen của buồng trứng. Tuy nhiên, tuyến thượng thận cũng góp phần sản xuất testosterone, thông qua việc chuyển đổi của androstenedione thành testosterone ở ngoại vi. Ngoài ra, sự chuyển đổi testosterone thành DHT thông qua trung gian men 5α-reductase. Các tuyến thượng thận sản xuất tất cả DHEAS và 80% DHEA. Tuyến thượng thận cũng tiết ra 50% androstenedione và 25% testosterone lưu hành. DHEAS và androstenedione không được buồng trứng tiết ra. Do đó, được sử dụng làm chất đánh dấu sự tiết androgen của tuyến thượng thận. Sự bài tiết androgen của tuyến thượng thận phụ thuộc vào hormone vỏ thượng thận (ACTH) do thùy trước tuyến yên tiết ra. Da, mỡ, gan và hệ thống tiết niệu sinh dục là những vị trí ngoại vi quan trọng của quá trình sản xuất androgen. Androstenedione, và DHEA ở một mức độ nào đó, được chuyển đổi thành testosterone trong da."
body-part_1659,Quá trình tiêu hóa bắt đầu khi thức ăn được đưa vào cơ quan nào?,Quá trình tiêu hóa bắt đầu khi thức ăn được đưa vào khoang miệng.,"Đường tiêu hóa bắt đầu ở miệng. Quá trình tiêu hóa bắt đầu khi thức ăn được đưa vào miệng, nghiền nát nhờ răng và làm ẩm bằng nước bọt. Nước bọt có một loại enzyme gọi là amylase bắt đầu phân hủy carbohydrate thành đường. Chuyển động của lưỡi giúp đẩy khối thức ăn ướt, mềm ra phía sau miệng nơi có thể nuốt được. Khi nuốt nắp thanh quản đóng trên khí quản để đảm bảo thức ăn được dẫn vào thực quản – ống dẫn đến dạ dày."
body-part_4475,Chức năng chính của xương quay là gì?,Khớp với các xương xung quanh để tạo nên các vận động cần thiết.,"Chức năng chính là khớp với các xương xung quanh để tạo nên các vận động cần thiết. Khớp với xương trụ ở khớp quay trụ trên và quay trụ dưới tạo nên vận động sấp ngửa của cẳng tay. Khớp với xương cánh tay ở khớp cánh tay quay để tạo nên vận động gấp duỗi khuỷu. Khớp với xương thuyền, nguyệt để tạo nên các vận động của cổ tay bao gồm: gấp, duỗi, nghiêng quay, nghiêng trụ."
body-part_681,Đau cơ vuông thắt lưng thường có triệu chứng là gì?,Đau và gây cảm giác khó chịu ở vùng phía dưới lưng.,"Các triệu chứng điển hình của đau cơ vuông thắt lưng gồm đau và gây cảm giác khó chịu ở vùng phía dưới lưng. Mức độ nặng nhẹ của cơn đau có thể thay đổi theo thời gian. Đồng thời không giống nhau giữa người này với người khác. Đau vùng lưng dưới thường là cảm giác đau sâu, đau âm ỉ và nhói lên từng cơn. Đau trở nên nặng hơn khi chúng ta chuyển động. Một sộ động tác như chạy nhảy, vặn mình, nằm nghiêng,… cũng có thể làm tăng cơn đau. Ngoài ra, động tác ho và hắt hơi cũng làm đau tăng lên. Đau cơ vuông thắt lưng có thể là đau cấp tính. Ngoài ra cũng có thể là đau mạn tính. Tình trạng đau kéo dài sẽ ảnh hưởng ít nhiều đến chất lượng cuộc sống, công việc cũng như sinh hoạt. Theo các nghiên cứu, những người bị đau thắt lưng thường xuyên sẽ rất dễ bị lo âu và trầm cảm. Tần suất này gặp nhiều hơn những người không bị đau cơ mạn tính."
body-part_1608,Insulin theo bữa ăn chiếm bao nhiêu phần trăm trong tổng nhu cầu insulin hằng ngày?,Insulin theo bữa ăn chiếm 10-20% tổng nhu cầu insulin hằng ngày tại mỗi bữa ăn.,"- Được bài tiết để đáp ứng lại với sự tăng glucose máu theo bữa ăn.
- Ức chế sự tăng cao của glucose máu sau mỗi bữa ăn. Vì vậy giúp kiểm soát glucose máu sau ăn (PPG).
- Chiếm 10-20% tổng nhu cầu insulin hằng ngày tại mỗi bữa ăn."
body-part_1318,Các tác dụng phụ của thuốc tránh thai là gì?,"Tác dụng phụ của thuốc tránh thai có thể bao gồm buồn nôn, nôn, đau hoặc sưng vú, chảy máu lượng ít giữa các kỳ kinh, thay đổi cân nặng, nhức đầu nhẹ, tăng nguy cơ huyết khối, đau tim, thuyên tắc phổi, đột quỵ (ít xảy ra nhưng nghiêm trọng).","Tổng quan về thuốc tránh thai Thuốc tránh thai đường uống là phương pháp ngừa thai được sử dụng phổ biến. Bao gồm 2 loại chính là thuốc tránh thai phối hợp (chứa cả 2 loại hormone là estrogen kết hợp với progestin), và thuốc tránh thai chỉ chứa progestin đơn thuần. Các hormone trong thuốc tránh thai có tác dụng ngăn ngừa thụ thai bằng cách ngăn chặn quá trình rụng trứng, hoặc quá trình phóng thích trứng từ buồng trứng. Một số loại thuốc tránh thai cũng làm thay đổi tạm thời niêm mạc tử cung, nên làm giảm khả năng làm tổ của trứng đã được thụ tinh. Thuốc tránh thai có dạng viên, thường là loại có chu kỳ 28 ngày, mỗi ngày được chỉ định một viên. Thuốc tránh thai được uống hàng ngày, thường trong cùng một khung giờ cố định mỗi ngày, tùy thuộc vào loại thuốc. Điều này giữ cho nồng độ hormone tăng cao, và do đó ít có khả năng mang thai hơn. Hầu hết thuốc tránh thai được sử dụng có hàm lượng estrogen từ 20 – 35 microgam cùng với progestin. Bác sĩ có thể bắt đầu điều trị ở hàm lượng này và sau đó điều chỉnh nếu xuất hiện các tác dụng phụ. Một số thuốc tránh thai có hàm lượng estrogen thấp khoảng 10 microgam. Thuốc tránh thai liều thấp có thể là một lựa chọn tốt nếu bạn đang trong thời kỳ tiền mãn kinh. Chúng có thể giúp điều trị các triệu chứng như bốc hỏa hoặc kinh nguyệt không đều. Xem thêm: Những thắc mắc thường gặp về thuốc tránh thai hằng ngày Một số nguy cơ khi sử dụng thuốc tránh thai Tuy nhiên, việc sử dụng thuốc tránh thai cũng có một số tác dụng phụ và nguy cơ bao gồm: - Buồn nôn, nôn.
- Đau hoặc sưng vú.
- Chảy máu lượng ít giữa các kỳ kinh.
- Thay đổi cân nặng.
- Nhức đầu nhẹ.
- Tăng nguy cơ huyết khối, đau tim, thuyên tắc phổi, đột quỵ (ít xảy ra nhưng nghiêm trọng).
- Ngoài ra, sử dụng lâu dài cũng có thể làm tăng nguy cơ ung thư vú."
body-part_1428,Chức năng của lá lách và amidan khác với hạch bạch huyết như thế nào?,"Lá lách lọc các tế bào máu chứ không phải bạch huyết, trong khi amidan lọc chất lỏng mô.","Lá lách và amiđan là các cơ quan lympho thứ cấp lớn hơn có chức năng tương tự như các hạch bạch huyết. Mặc dù lá lách lọc các tế bào máu chứ không phải bạch huyết. Amidan đôi khi được gọi nhầm là hạch bạch huyết. Mặc dù amidan và các hạch bạch huyết có chung một số đặc điểm, nhưng cũng có nhiều điểm khác biệt quan trọng giữa chúng. Chẳng hạn như vị trí, cấu trúc và kích thước của chúng. Hơn nữa, amidan lọc chất lỏng mô trong khi các hạch bạch huyết lọc bạch huyết."
body-part_1561,"Ở nam giới, niệu đạo bắt đầu từ đâu và kết thúc ở đâu?","Ở nam giới, niệu đạo bắt đầu từ lỗ niệu đạo bên trong bàng quang và kết thúc ở lỗ sáo.","Ở nam giới Ở nam giới, niệu đạo bắt đầu ở lỗ niệu đạo bên trong bàng quang, tiếp tục thông qua lỗ niệu đạo bên ngoài, và sau đó trở thành niệu đạo tuyến tiền liệt, niệu đạo màng và niệu đạo xốp. Niệu đạo nữ ngắn hơn nhiều, bắt đầu từ cổ bàng quang và chấm dứt ở tiền đình âm đạo. Ở nữ giới Ở nữ giới, niệu đạo dài khoảng 3,8 đến 5,1 cm và nằm giữa âm vật và âm đạo. Ở nam giới, nó dài khoảng 20 cm, chạy theo chiều dài của dương vật và mở ra ở cuối dương vật – lỗ sáo. Niệu đạo nam được sử dụng để loại bỏ nước tiểu cũng như tinh dịch trong quá trình xuất tinh."
body-part_4944,Viêm ống dẫn trứng là gì?,"Viêm ống dẫn trứng là một bệnh lý thuộc viêm vùng chậu (PID), do lây nhiễm vi trùng từ qua đường tính dục (STIs), chẳng hạn như lậu hoặc Chlamydia.","Đây là một bệnh lý thuộc viêm vùng chậu (PID). Nguyên nhân của viêm vùng chậu thường là do lây nhiễm vi trùng từ qua đường tính dục (STIs), chẳng hạn như lậu hoặc Chlamydia. Viêm ống dẫn trứng có thể một hoặc cả hai bên ống đều bị ảnh hưởng. Nếu không được điều trị, tình trạng này có thể dẫn đến các biến chứng lâu dài như vô sinh hoặc đau vùng chậu mạn tính. Không phải mọi phụ nữ có viêm ống dẫn trứng đều biểu hiện triệu chứng ra bên ngoài. Tuy nhiên, khi có biển hiện, thường sẽ bao gồm: - Dịch tiết âm đạo (khí hư, huyết trắng) có mùi hôi hoặc màu sắc bất thường.
- Đau bụng nhiều khi rụng trứng (thường ở giai đoạn giữa chu kì kinh nguyệt), kinh nguyệt hoặc khi quan hệ tình dục.
- Xuất huyết giữa chu kì kinh nguyệt.
- Đau lưng dưới hoặc đau bụng dưới kéo dài âm ỉ.
- Buồn nôn hoặc nôn.
- Dốt.
- Đi tiểu thường xuyên. Tình trạng này có thể là cấp tính – xuất hiện đột ngột với các triệu chứng nghiêm trọng – hoặc mãn tính – kéo dài trong một thời gian dài với ít hoặc thậm chí không có triệu chứng. Nếu bạn đang gặp phải triệu chứng viêm salping, hãy đi khám bác sĩ ngay để giảm nguy cơ biến chứng. Bệnh lý viêm vùng chậu thường được điều trị bằng kháng sinh khi được xác định bệnh."
body-part_150,Urobilinogen phần lớn được bài tiết ra khỏi cơ thể qua đường nào?,Phân.,"- Trước khi tới gan, bilirubin chưa được liên hợp.
- Tại gan, bilirubin kết hợp với glucuronid nhờ enzym glucuronyl transferase tạo ra bilirubin liên hợp có thể hòa tan trong nước.
- Khi ra khỏi gan tiến đến ruột già, bilirubin liên hợp lại được chuyển hóa thành dạng chưa liên hợp. Sau đó được đào thải ra khỏi cơ thể. Chuyển đổi bilirubin IX-alpha thành dạng hòa tan trong nước bằng cách cắt đứt các liên kết hydro, đào thải ra ngoài nhờ gan và thận. Quá trình chuyển đổi này nhờ enzym glucuronyl transferase. Bilirubin glucuronide tan trong nước và dễ dàng bài tiết qua mật. Bilirubin được bài tiết chủ yếu qua mật người bình thường dưới dạng diglucuronide. Dạng không liên hợp chỉ chiếm 1 – 4% sắc tố trong mật bình thường. Ước tính, 20% bilirubin liên hợp sẽ được tái hấp thu vào máu. Trong khi 80% được thải trừ trong đường mật rồi vào ruột. Ở ruột, bilirubin được chuyển hóa thành urobilinogen, stercobilin và được thải trừ qua phân. Chỉ một phần rất nhỏ urobilinogen có ở đường tiêu hoá sẽ được tái hấp thu vào hệ thống tĩnh mạch cửa để thực hiện tiếp chu trình gan, ruột. Có thể thấy urobilinogen trong nước tiểu (urobilinogen không gắn với protein). Quá trình trị liệu bằng ánh sáng (chiếu đèn) giúp làm giảm nồng độ bilirubin trong huyết thanh ở trẻ sơ sinh bị tăng bilirubin nặng. Điều này nhờ sản xuất các chất đồng phân tử. Các chất này thiếu liên kết hydro và được bài tiết trực tiếp vào mật không cần chuyển hóa thêm."
body-part_1778,Trạng thái mà ổ cối không bao phủ hoàn toàn phần đầu trên của xương đùi là gì?,Là loạn sản khớp háng.,"Là tình trạng ổ cối không bao phủ hoàn toàn phần đầu trên của xương đùi. Điều này làm cho khớp háng bị trật một phần hoặc hoàn toàn. Hầu hết những người mắc chứng này là bẩm sinh. Triệu chứng thay đổi theo nhóm tuổi. Ở trẻ sơ sinh bạn có thể nhận thấy rằng một chân dài hơn chân còn lại. Khi trẻ bắt đầu biết đi, có thể sẽ biểu hiện đi khập khiễng. Ở trẻ lớn và người trưởng thành, triệu chứng đau khớp khi vận động, mất ổn định khớp háng. Việc điều trị bệnh phụ thuộc vào độ tuổi. Trẻ sơ sinh thường được điều trị bằng nẹp mềm. Trẻ trên 6 tháng có thể được băng bột hoặc làm phẫu thuật. Phẫu thuật thay khớp háng có thể là một lựa chọn cho những người trưởng thành bị loạn sản khớp háng và đã bị tổn thương nghiêm trọng theo thời gian. Như vậy, chúng ta đã cùng tìm hiểu những kiến thức cơ bản về cấu trúc và chức năng của khớp háng. Cũng như điểm qua một số bệnh lý thường gặp. Hy vọng bạn đọc đã có những kiến thức hữu ích từ bài viết. Cảm ơn bạn luôn đồng hành cùng YouMed!"
body-part_1976,Phân loại lưỡng tính - Loạn sinh tuyến sinh dục kết hợp là gì?,"Phân loại lưỡng tính - Loạn sinh tuyến sinh dục kết hợp là trường hợp người bệnh có một bên tinh hoàn, bên kia không rõ ràng, cấu trúc đường sinh dục thường là nữ, đôi khi cũng có vài cấu trúc dạng nam.","Những trường hợp này cũng rất hiếm. Họ có một bên tinh hoàn, bên kia không rõ ràng. Cấu trúc đường sinh dục thường là nữ. Đôi khi cũng có vài cấu trúc dạng nam. Các bộ phận sinh dục ngoài có thể là nữ, nam hay pha trộn cả hai. Khi dậy thì, họ không phát triển vú, không hành kinh."
